2018-01-11 01:07:56 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL dispose
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,384,358
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,386,359
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,388,361
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,392,362
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,393,362
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,394,363
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,400,366
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,403,367
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,406,369
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,412,372
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,414,374
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,422,377
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,427,379
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,430,381
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,433,382
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,440,386
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,445,387
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,452,389
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,457,392
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,465,395
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,469,398
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,476,401
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,479,402
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,482,405
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,495,411
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,503,414
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,512,418
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,520,422
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,522,423
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,528,426
2018-01-16 16:45:02 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,531,426
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,536,428
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,541,430
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,546,431
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,551,435
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,554,436
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,558,437
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,562,438
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,565,438
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,568,439
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,573,441
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,442
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,443
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,444
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,445
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,447
2018-01-16 16:45:03 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,448
2018-01-16 16:53:06 INFO  com.thrblock.cino.util.SmartConfig - source:frame.smt
2018-01-16 16:53:06 INFO  com.thrblock.cino.util.SmartConfig - OS Mapped:WINDOWS 10,Location:./cino-frame.properties
2018-01-16 16:53:07 INFO  com.thrblock.cino.CinoAnnotationProcessor - processing annotation of beans
2018-01-16 16:53:07 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:0
2018-01-16 16:53:07 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:0
2018-01-16 16:53:07 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:1
2018-01-16 16:53:07 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:1
2018-01-16 16:53:10 INFO  com.thrblock.cino.frame.AWTFrameFactory - graphics device you are current using:Win32GraphicsDevice[screen=0]
2018-01-16 16:53:10 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL init
2018-01-16 16:53:10 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer you are current using:GeForce MX150/PCIe/SSE2
2018-01-16 16:53:10 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer driver version is 4.5.0 NVIDIA 382.64
2018-01-16 16:53:10 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,300,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,301,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,302,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,305,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,309,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,322,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,327,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,337,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,353,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,365,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,379,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,391,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,402,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,413,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,432,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,442,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,449,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,455,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,462,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,468,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,477,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,486,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,500,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,512,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,520,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,528,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,535,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,541,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,553,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,566,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,582,320
2018-01-16 16:53:12 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,598,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,609,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,618,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,621,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,627,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,634,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,642,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,650,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,656,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,658,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,659,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,660,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,662,320
2018-01-16 16:53:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,663,320
2018-01-16 16:54:09 INFO  com.thrblock.cino.util.SmartConfig - source:frame.smt
2018-01-16 16:54:09 INFO  com.thrblock.cino.util.SmartConfig - OS Mapped:WINDOWS 10,Location:./cino-frame.properties
2018-01-16 16:54:10 INFO  com.thrblock.cino.CinoAnnotationProcessor - processing annotation of beans
2018-01-16 16:54:10 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:0
2018-01-16 16:54:10 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:0
2018-01-16 16:54:10 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:1
2018-01-16 16:54:10 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:1
2018-01-16 16:54:13 INFO  com.thrblock.cino.frame.AWTFrameFactory - graphics device you are current using:Win32GraphicsDevice[screen=0]
2018-01-16 16:54:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL init
2018-01-16 16:54:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer you are current using:GeForce MX150/PCIe/SSE2
2018-01-16 16:54:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer driver version is 4.5.0 NVIDIA 382.64
2018-01-16 16:54:13 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,300,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,301,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,303,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,310,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,317,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,323,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,335,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,349,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,365,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,381,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,398,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,412,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,428,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,454,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,476,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,487,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,496,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,506,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,517,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,528,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,536,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,541,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,544,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,549,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,555,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,563,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,575,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,583,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,597,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,608,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,615,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,620,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,623,320
2018-01-16 16:54:17 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,626,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,624,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,623,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,622,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,620,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,619,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,616,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,615,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,611,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,610,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,608,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,607,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,606,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,603,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,601,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,599,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,597,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,596,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,594,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,592,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,591,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,589,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,588,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,587,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,586,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,584,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,583,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,581,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,579,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,577,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,576,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,574,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,572,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,569,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,568,320
2018-01-16 16:54:18 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,567,320
2018-01-16 16:54:19 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,566,320
2018-01-16 16:54:19 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,565,320
2018-01-16 16:54:32 INFO  com.thrblock.cino.util.SmartConfig - source:frame.smt
2018-01-16 16:54:32 INFO  com.thrblock.cino.util.SmartConfig - OS Mapped:WINDOWS 10,Location:./cino-frame.properties
2018-01-16 16:54:32 INFO  com.thrblock.cino.CinoAnnotationProcessor - processing annotation of beans
2018-01-16 16:54:32 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:0
2018-01-16 16:54:32 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:0
2018-01-16 16:54:32 WARN  com.thrblock.cino.gllayer.GLLayerManager - layer not found:1
2018-01-16 16:54:32 INFO  com.thrblock.cino.gllayer.GLLayerManager - layer auto generated:1
2018-01-16 16:54:35 INFO  com.thrblock.cino.frame.AWTFrameFactory - graphics device you are current using:Win32GraphicsDevice[screen=0]
2018-01-16 16:54:35 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL init
2018-01-16 16:54:35 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer you are current using:GeForce MX150/PCIe/SSE2
2018-01-16 16:54:35 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - The Renderer driver version is 4.5.0 NVIDIA 382.64
2018-01-16 16:54:35 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,300,320
2018-01-16 16:54:37 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,1304,745
2018-01-16 16:54:38 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,300,320
2018-01-16 16:54:39 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,304,320
2018-01-16 16:54:39 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,310,320
2018-01-16 16:54:39 INFO  com.thrblock.cino.glprocessor.GLEventProcessor - GL reshape:0,0,317,320
